Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers - Persons,Main Workers - Males,Main Workers - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0104,`33,`611,District - The Nilgiris,Rural,`5-9,147,77,70,46,25,21,45,28,17,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,24
B0104,`33,`611,District - The Nilgiris,Rural,`10-14,428,235,193,75,35,40,151,88,63,90,42,48,0,0,0,6,0,6,24,24,0,0,0,0,8,8,0,0,0,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,8,6,2,44,12,32
B0104,`33,`611,District - The Nilgiris,Rural,15-19,3370,2035,1335,191,106,85,1245,681,564,940,572,368,0,0,0,10,2,8,170,82,88,0,0,0,186,164,22,0,0,0,110,82,28,114,114,0,64,46,18,0,0,0,12,0,12,6,6,0,14,8,6,74,38,36,30,6,24,204,128,76
B0104,`33,`611,District - The Nilgiris,Rural,20-24,10271,6208,4063,528,297,231,3317,1861,1456,3104,1524,1580,6,6,0,52,32,20,580,458,122,14,14,0,418,386,32,0,0,0,482,436,46,480,466,14,140,130,10,0,0,0,100,90,10,52,26,26,180,144,36,348,90,258,66,28,38,404,220,184
B0104,`33,`611,District - The Nilgiris,Rural,25-29,16844,10091,6753,995,583,412,4991,2568,2423,5718,2734,2984,8,8,0,66,42,24,864,744,120,10,10,0,666,590,76,0,0,0,752,682,70,920,896,24,134,130,4,0,0,0,182,158,24,126,114,12,326,284,42,582,236,346,56,26,30,448,286,162
B0104,`33,`611,District - The Nilgiris,Rural,30-34,18019,10050,7969,1208,723,485,5433,2627,2806,6820,3140,3680,0,0,0,122,64,58,624,520,104,54,54,0,696,630,66,2,2,0,676,608,68,742,730,12,202,186,16,0,0,0,58,44,14,52,38,14,266,232,34,526,210,316,58,4,54,480,238,242
B0104,`33,`611,District - The Nilgiris,Rural,35-39,20285,10721,9564,1387,822,565,6338,2947,3391,8484,3766,4718,2,0,2,144,82,62,532,476,56,74,74,0,644,542,102,0,0,0,504,438,66,642,636,6,152,138,14,0,0,0,44,44,0,84,64,20,234,204,30,532,198,334,62,26,36,426,264,162
B0104,`33,`611,District - The Nilgiris,Rural,40-49,37448,20440,17008,2787,1718,1069,11937,5960,5977,15852,7596,8256,32,6,26,264,158,106,1038,886,152,162,150,12,1032,924,108,6,6,0,806,712,94,660,654,6,284,208,76,0,0,0,52,42,10,206,162,44,544,430,114,1058,480,578,106,18,88,622,330,292
B0104,`33,`611,District - The Nilgiris,Rural,50-59,25791,14588,11203,2207,1364,843,7904,4116,3788,11448,5840,5608,12,6,6,182,122,60,610,518,92,82,76,6,548,432,116,0,0,0,432,368,64,380,372,8,222,176,46,0,0,0,24,24,0,118,112,6,428,392,36,650,348,302,76,24,52,468,298,170
B0104,`33,`611,District - The Nilgiris,Rural,60-69,11065,6302,4763,1153,778,375,3600,1892,1708,5028,2694,2334,6,6,0,100,54,46,182,136,46,6,6,0,250,222,28,0,0,0,142,110,32,72,72,0,60,42,18,0,0,0,0,0,0,38,36,2,42,38,4,66,34,32,32,18,14,288,164,124
B0104,`33,`611,District - The Nilgiris,Rural,70-79,2467,1468,999,320,218,102,843,474,369,1018,578,440,0,0,0,22,18,4,16,14,2,0,0,0,46,42,4,0,0,0,30,24,6,14,14,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,24,6,18,30,18,12,88,50,38
B0104,`33,`611,District - The Nilgiris,Rural,80+,533,311,222,79,52,27,128,63,65,278,154,124,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,10,8,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,2,0,2,10,8,2
B0104,`33,`611,District - The Nilgiris,Rural,Age not stated,151,103,48,5,5,0,50,26,24,46,30,16,0,0,0,6,6,0,12,12,0,0,0,0,2,2,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,8,6,2,0,0,0,2,2,0
B0104,`33,`611,District - The Nilgiris,Urban,Total,171489,113103,58386,3611,2650,961,25756,14069,11687,50948,25648,25300,72,62,10,786,498,288,10596,8734,1862,894,774,120,14538,11894,2644,12,12,0,14306,12740,1566,9022,8828,194,3882,3312,570,10,8,2,1424,1222,202,2694,2206,488,13122,11298,1824,9978,3686,6292,482,134,348,9356,5328,4028
B0104,`33,`611,District - The Nilgiris,Urban,`5-9,135,73,62,14,3,11,5,4,1,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,46,36
B0104,`33,`611,District - The Nilgiris,Urban,`10-14,332,215,117,18,9,9,42,22,20,32,14,18,0,0,0,2,2,0,6,6,0,6,6,0,18,12,6,0,0,0,24,20,4,30,30,0,18,18,0,0,0,0,0,0,0,0,0,0,6,0,6,14,6,8,6,6,0,110,64,46
B0104,`33,`611,District - The Nilgiris,Urban,15-19,3516,2726,790,90,69,21,546,357,189,558,284,274,0,0,0,6,6,0,288,222,66,2,2,0,314,262,52,0,0,0,292,272,20,170,170,0,82,78,4,0,0,0,2,0,2,26,20,6,726,710,16,58,12,46,4,2,2,352,260,92
B0104,`33,`611,District - The Nilgiris,Urban,20-24,12543,9279,3264,281,221,60,1702,1078,624,2428,1474,954,10,10,0,34,18,16,1170,930,240,22,22,0,1042,966,76,0,0,0,1256,1084,172,822,796,26,372,326,46,0,0,0,280,184,96,118,88,30,1524,1430,94,664,146,518,36,18,18,782,488,294
B0104,`33,`611,District - The Nilgiris,Urban,25-29,19524,13616,5908,283,205,78,2915,1663,1252,4778,2524,2254,10,8,2,104,68,36,1672,1370,302,64,64,0,1816,1586,230,6,6,0,1720,1478,242,1518,1504,14,450,394,56,2,2,0,412,360,52,334,244,90,1208,1046,162,1220,452,768,40,6,34,972,636,336
B0104,`33,`611,District - The Nilgiris,Urban,30-34,22972,15166,7806,375,287,88,3473,1849,1624,6320,2998,3322,6,6,0,90,56,34,1480,1220,260,124,112,12,2306,1910,396,6,6,0,1942,1756,186,1570,1550,20,478,414,64,0,0,0,218,196,22,360,266,94,1562,1358,204,1528,624,904,74,6,68,1060,552,508
B0104,`33,`611,District - The Nilgiris,Urban,35-39,24947,15623,9324,435,305,130,3806,1916,1890,7440,3356,4084,12,6,6,96,38,58,1500,1156,344,130,98,32,2440,1916,524,0,0,0,1940,1754,186,1402,1382,20,626,530,96,0,0,0,150,136,14,362,298,64,1738,1496,242,1562,592,970,122,20,102,1186,624,562
B0104,`33,`611,District - The Nilgiris,Urban,40-49,45499,28736,16763,877,619,258,6736,3583,3153,14298,6866,7432,26,26,0,214,162,52,2468,2062,406,388,336,52,3962,3132,830,0,0,0,3778,3376,402,2050,1986,64,996,836,160,0,0,0,180,170,10,780,632,148,3490,2852,638,2992,984,2008,78,14,64,2186,1100,1086
B0104,`33,`611,District - The Nilgiris,Urban,50-59,29108,19182,9926,682,527,155,4220,2281,1939,10020,5226,4794,2,0,2,130,74,56,1574,1352,222,134,110,24,1808,1470,338,0,0,0,2170,1938,232,1284,1236,48,618,502,116,8,6,2,170,164,6,580,536,44,2596,2164,432,1598,720,878,74,36,38,1440,840,600
B0104,`33,`611,District - The Nilgiris,Urban,60-69,10247,6673,3574,397,285,112,1872,1062,810,4140,2320,1820,6,6,0,80,46,34,340,328,12,6,6,0,672,518,154,0,0,0,926,840,86,146,144,2,196,172,24,0,0,0,12,12,0,96,86,10,228,198,30,270,112,158,38,18,20,822,520,302
B0104,`33,`611,District - The Nilgiris,Urban,70-79,2155,1471,684,124,91,33,359,216,143,808,498,310,0,0,0,24,22,2,64,62,2,12,12,0,118,92,26,0,0,0,220,196,24,18,18,0,34,30,4,0,0,0,0,0,0,26,24,2,38,38,0,54,36,18,8,6,2,248,130,118
B0104,`33,`611,District - The Nilgiris,Urban,80+,413,287,126,33,27,6,68,34,34,102,74,28,0,0,0,6,6,0,26,24,2,6,6,0,30,24,6,0,0,0,32,20,12,6,6,0,12,12,0,0,0,0,0,0,0,12,12,0,0,0,0,4,2,2,2,2,0,74,38,36
B0104,`33,`611,District - The Nilgiris,Urban,Age not stated,98,56,42,2,2,0,12,4,8,8,6,2,0,0,0,0,0,0,8,2,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,14,0,14,0,0,0,42,30,12
B0104,`33,`612,District - Dindigul,Total,Total,962030,599046,362984,155332,94077,61255,388725,197183,191542,22275,14807,7468,1730,1305,425,18805,10689,8116,86422,63545,22877,2356,2073,283,48919,37371,11548,89,86,3,68422,59121,9301,30745,29916,829,17662,14729,2933,86,71,15,5659,4586,1073,11832,10679,1153,22947,18819,4128,32626,11187,21439,6673,2684,3989,40725,26118,14607
B0104,`33,`612,District - Dindigul,Total,`5-9,2034,1105,929,513,297,216,776,410,366,30,15,15,0,0,0,4,2,2,20,15,5,0,0,0,34,23,11,0,0,0,9,4,5,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,6,6,0,24,9,15,606,312,294
B0104,`33,`612,District - Dindigul,Total,`10-14,5122,2861,2261,863,480,383,2135,1154,981,82,66,16,0,0,0,58,30,28,610,271,339,6,6,0,156,114,42,0,0,0,212,193,19,24,24,0,40,40,0,0,0,0,0,0,0,14,14,0,17,13,4,34,3,31,102,64,38,769,389,380
B0104,`33,`612,District - Dindigul,Total,15-19,38222,22863,15359,4230,2432,1798,15589,8767,6822,592,399,193,66,42,24,636,274,362,7468,3627,3841,38,36,2,1847,1640,207,6,6,0,2788,2347,441,802,778,24,384,351,33,6,0,6,67,47,20,333,294,39,300,249,51,274,69,205,319,116,203,2477,1389,1088
B0104,`33,`612,District - Dindigul,Total,20-24,84477,53802,30675,9822,5539,4283,32859,17206,15653,1496,1004,492,94,72,22,1332,655,677,11739,8708,3031,115,104,11,4814,4238,576,18,18,0,6578,5769,809,3333,3270,63,1101,1050,51,3,3,0,1156,753,403,1216,1033,183,1778,1381,397,2742,595,2147,622,198,424,3659,2206,1453
B0104,`33,`612,District - Dindigul,Total,25-29,120811,77203,43608,14490,8350,6140,46704,23283,23421,1955,1248,707,201,154,47,2056,1145,911,14412,10989,3423,214,185,29,7619,6210,1409,9,9,0,9185,8289,896,5130,5007,123,1919,1692,227,17,17,0,1915,1525,390,1791,1566,225,2848,2351,497,4743,1732,3011,789,296,493,4814,3155,1659
B0104,`33,`612,District - Dindigul,Total,30-34,117057,73984,43073,15235,8952,6283,44518,21785,22733,2561,1670,891,242,171,71,2322,1274,1048,12704,9553,3151,348,323,25,7498,5768,1730,26,26,0,8911,7929,982,5501,5350,151,2204,1925,279,30,24,6,935,820,115,1672,1517,155,2722,2213,509,4611,1727,2884,775,229,546,4242,2728,1514
B0104,`33,`612,District - Dindigul,Total,35-39,126403,74872,51531,17899,9930,7969,51649,23873,27776,2923,1813,1110,271,190,81,2500,1195,1305,11385,8346,3039,336,308,28,7402,5378,2024,12,9,3,9204,7834,1370,4855,4722,133,2620,2129,491,9,6,3,506,453,53,1555,1392,163,3007,2385,622,4809,1630,3179,773,307,466,4688,2972,1716
B0104,`33,`612,District - Dindigul,Total,40-49,220244,135397,84847,35809,21100,14709,88773,44629,44144,5499,3579,1920,420,331,89,4630,2694,1936,16295,12466,3829,784,680,104,11489,8223,3266,15,15,0,15829,13502,2327,6900,6732,168,5022,4030,992,21,21,0,613,565,48,2792,2536,256,6343,5113,1230,9269,3017,6252,1472,628,844,8269,5536,2733
B0104,`33,`612,District - Dindigul,Total,50-59,140721,87555,53166,28502,17366,11136,57803,29574,28229,3858,2657,1201,246,185,61,3008,1981,1027,7337,5941,1396,443,372,71,5195,3794,1401,3,3,0,9512,8141,1371,3434,3290,144,2879,2341,538,0,0,0,354,320,34,1780,1670,110,4740,4061,679,5223,1852,3371,950,382,568,5454,3625,1829
B0104,`33,`612,District - Dindigul,Total,60-69,78634,49876,28758,19597,13301,6296,35981,19424,16557,2421,1702,719,146,120,26,1592,965,627,3358,2704,654,66,53,13,2229,1539,690,0,0,0,4638,3830,808,587,580,7,1200,939,261,0,0,0,91,81,10,541,522,19,871,750,121,670,399,271,586,281,305,4060,2686,1374
B0104,`33,`612,District - Dindigul,Total,70-79,23136,16110,7026,6823,5191,1632,9944,5950,3994,707,538,169,42,38,4,573,412,161,857,725,132,3,3,0,461,318,143,0,0,0,1288,1078,210,123,113,10,253,199,54,0,0,0,20,20,0,110,107,3,248,232,16,190,142,48,202,145,57,1292,899,393
B0104,`33,`612,District - Dindigul,Total,80+,4518,3038,1480,1399,1048,351,1756,1009,747,148,113,35,2,2,0,89,59,30,193,158,35,3,3,0,125,94,31,0,0,0,228,176,52,38,35,3,37,30,7,0,0,0,0,0,0,17,17,0,67,65,2,37,15,22,47,17,30,332,197,135
B0104,`33,`612,District - Dindigul,Total,Age not stated,651,380,271,150,91,59,238,119,119,3,3,0,0,0,0,5,3,2,44,42,2,0,0,0,50,32,18,0,0,0,40,29,11,15,12,3,0,0,0,0,0,0,2,2,0,8,8,0,3,3,0,18,0,18,12,12,0,63,24,39
B0104,`33,`612,District - Dindigul,Rural,Total,649253,376574,272679,138361,82814,55547,330708,165774,164934,12274,7752,4522,1072,778,294,9134,5118,4016,43264,30200,13064,1048,1004,44,24074,18126,5948,60,60,0,21912,18528,3384,14276,13916,360,5492,4418,1074,56,44,12,1458,1222,236,3980,3644,336,7884,6514,1370,12762,4032,8730,4300,1790,2510,17138,10840,6298
B0104,`33,`612,District - Dindigul,Rural,`5-9,1502,806,696,489,283,206,741,393,348,12,6,6,0,0,0,2,0,2,12,12,0,0,0,0,20,12,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,0,12,206,92,114
B0104,`33,`612,District - Dindigul,Rural,`10-14,3867,2118,1749,790,432,358,1961,1054,907,56,42,14,0,0,0,36,22,14,416,186,230,6,6,0,114,84,30,0,0,0,72,72,0,18,18,0,18,18,0,0,0,0,0,0,0,8,8,0,4,2,2,8,0,8,58,32,26,302,142,160
B0104,`33,`612,District - Dindigul,Rural,15-19,28806,16463,12343,3858,2211,1647,13816,7712,6104,370,236,134,44,28,16,384,178,206,5134,2264,2870,24,24,0,1048,916,132,6,6,0,1306,1056,250,512,494,18,162,148,14,6,0,6,18,12,6,200,182,18,142,118,24,168,36,132,230,86,144,1378,756,622
B0104,`33,`612,District - Dindigul,Rural,20-24,59818,36267,23551,8877,4955,3922,28601,14852,13749,976,672,304,68,46,22,758,346,412,7198,5196,2002,50,50,0,2594,2282,312,18,18,0,2908,2548,360,1990,1956,34,422,410,12,0,0,0,352,242,110,668,610,58,808,626,182,1264,252,1012,466,154,312,1800,1052,748
B0104,`33,`612,District - Dindigul,Rural,25-29,81708,48849,32859,13000,7432,5568,40168,19821,20347,1132,684,448,142,118,24,1142,636,506,8002,5990,2012,104,92,12,4062,3242,820,6,6,0,3430,3124,306,2686,2622,64,628,502,126,8,8,0,568,484,84,786,718,68,1166,974,192,1926,740,1186,512,204,308,2240,1452,788
B0104,`33,`612,District - Dindigul,Rural,30-34,76190,44454,31736,13607,7916,5691,37845,18272,19573,1478,944,534,142,92,50,1042,592,450,6270,4628,1642,164,158,6,3742,2858,884,12,12,0,2752,2364,388,2822,2726,96,636,536,100,24,18,6,214,200,14,590,534,56,980,812,168,1666,574,1092,536,152,384,1668,1066,602
B0104,`33,`612,District - Dindigul,Rural,35-39,82817,45138,37679,15961,8738,7223,43530,19902,23628,1688,1030,658,178,118,60,1202,544,658,5080,3616,1464,168,166,2,3534,2584,950,6,6,0,2776,2296,480,2180,2134,46,736,554,182,6,6,0,82,82,0,534,472,62,1054,864,190,1716,568,1148,456,190,266,1930,1268,662
B0104,`33,`612,District - Dindigul,Rural,40-49,143138,81097,62041,31644,18417,13227,74594,37014,37580,2956,1752,1204,260,206,54,2106,1252,854,6790,5022,1768,352,334,18,5184,3594,1590,12,12,0,4496,3692,804,2728,2678,50,1530,1166,364,12,12,0,104,90,14,722,674,48,1920,1560,360,3552,1026,2526,900,426,474,3276,2170,1106
B0104,`33,`612,District - Dindigul,Rural,50-59,93851,53472,40379,25191,15091,10100,48708,24553,24155,1950,1240,710,126,78,48,1318,844,474,2666,1962,704,160,156,4,2466,1718,748,0,0,0,2504,2098,406,1126,1082,44,952,756,196,0,0,0,98,92,6,324,310,14,1444,1270,174,2164,668,1496,584,226,358,2070,1328,742
B0104,`33,`612,District - Dindigul,Rural,60-69,56882,34084,22798,17466,11720,5746,30578,16218,14360,1254,860,394,90,72,18,774,436,338,1278,962,316,20,18,2,1002,644,358,0,0,0,1222,938,284,180,178,2,340,274,66,0,0,0,20,18,2,118,106,12,300,232,68,238,138,100,370,192,178,1632,1078,554
B0104,`33,`612,District - Dindigul,Rural,70-79,16932,11405,5527,6091,4609,1482,8445,5012,3433,342,244,98,22,20,2,326,236,90,322,276,46,0,0,0,226,142,84,0,0,0,370,288,82,20,14,6,60,48,12,0,0,0,0,0,0,12,12,0,52,44,8,30,24,6,146,110,36,468,326,142
B0104,`33,`612,District - Dindigul,Rural,80+,3219,2120,1099,1243,923,320,1510,867,643,60,42,18,0,0,0,42,32,10,70,62,8,0,0,0,40,26,14,0,0,0,54,32,22,2,2,0,8,6,2,0,0,0,0,0,0,12,12,0,14,12,2,14,0,14,18,6,12,132,98,34
B0104,`33,`612,District - Dindigul,Rural,Age not stated,523,301,222,144,87,57,211,104,107,0,0,0,0,0,0,2,0,2,26,24,2,0,0,0,42,24,18,0,0,0,20,18,2,12,12,0,0,0,0,0,0,0,2,2,0,6,6,0,0,0,0,10,0,10,12,12,0,36,12,24
B0104,`33,`612,District - Dindigul,Urban,Total,312777,222472,90305,16971,11263,5708,58017,31409,26608,10001,7055,2946,658,527,131,9671,5571,4100,43158,33345,9813,1308,1069,239,24845,19245,5600,29,26,3,46510,40593,5917,16469,16000,469,12170,10311,1859,30,27,3,4201,3364,837,7852,7035,817,15063,12305,2758,19864,7155,12709,2373,894,1479,23587,15278,8309
B0104,`33,`612,District - Dindigul,Urban,`5-9,532,299,233,24,14,10,35,17,18,18,9,9,0,0,0,2,2,0,8,3,5,0,0,0,14,11,3,0,0,0,7,2,5,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,9,3,400,220,180
B0104,`33,`612,District - Dindigul,Urban,`10-14,1255,743,512,73,48,25,174,100,74,26,24,2,0,0,0,22,8,14,194,85,109,0,0,0,42,30,12,0,0,0,140,121,19,6,6,0,22,22,0,0,0,0,0,0,0,6,6,0,13,11,2,26,3,23,44,32,12,467,247,220
B0104,`33,`612,District - Dindigul,Urban,15-19,9416,6400,3016,372,221,151,1773,1055,718,222,163,59,22,14,8,252,96,156,2334,1363,971,14,12,2,799,724,75,0,0,0,1482,1291,191,290,284,6,222,203,19,0,0,0,49,35,14,133,112,21,158,131,27,106,33,73,89,30,59,1099,633,466
B0104,`33,`612,District - Dindigul,Urban,20-24,24659,17535,7124,945,584,361,4258,2354,1904,520,332,188,26,26,0,574,309,265,4541,3512,1029,65,54,11,2220,1956,264,0,0,0,3670,3221,449,1343,1314,29,679,640,39,3,3,0,804,511,293,548,423,125,970,755,215,1478,343,1135,156,44,112,1859,1154,705
B0104,`33,`612,District - Dindigul,Urban,25-29,39103,28354,10749,1490,918,572,6536,3462,3074,823,564,259,59,36,23,914,509,405,6410,4999,1411,110,93,17,3557,2968,589,3,3,0,5755,5165,590,2444,2385,59,1291,1190,101,9,9,0,1347,1041,306,1005,848,157,1682,1377,305,2817,992,1825,277,92,185,2574,1703,871
B0104,`33,`612,District - Dindigul,Urban,30-34,40867,29530,11337,1628,1036,592,6673,3513,3160,1083,726,357,100,79,21,1280,682,598,6434,4925,1509,184,165,19,3756,2910,846,14,14,0,6159,5565,594,2679,2624,55,1568,1389,179,6,6,0,721,620,101,1082,983,99,1742,1401,341,2945,1153,1792,239,77,162,2574,1662,912
B0104,`33,`612,District - Dindigul,Urban,35-39,43586,29734,13852,1938,1192,746,8119,3971,4148,1235,783,452,93,72,21,1298,651,647,6305,4730,1575,168,142,26,3868,2794,1074,6,3,3,6428,5538,890,2675,2588,87,1884,1575,309,3,0,3,424,371,53,1021,920,101,1953,1521,432,3093,1062,2031,317,117,200,2758,1704,1054
B0104,`33,`612,District - Dindigul,Urban,40-49,77106,54300,22806,4165,2683,1482,14179,7615,6564,2543,1827,716,160,125,35,2524,1442,1082,9505,7444,2061,432,346,86,6305,4629,1676,3,3,0,11333,9810,1523,4172,4054,118,3492,2864,628,9,9,0,509,475,34,2070,1862,208,4423,3553,870,5717,1991,3726,572,202,370,4993,3366,1627
B0104,`33,`612,District - Dindigul,Urban,50-59,46870,34083,12787,3311,2275,1036,9095,5021,4074,1908,1417,491,120,107,13,1690,1137,553,4671,3979,692,283,216,67,2729,2076,653,3,3,0,7008,6043,965,2308,2208,100,1927,1585,342,0,0,0,256,228,28,1456,1360,96,3296,2791,505,3059,1184,1875,366,156,210,3384,2297,1087
B0104,`33,`612,District - Dindigul,Urban,60-69,21752,15792,5960,2131,1581,550,5403,3206,2197,1167,842,325,56,48,8,818,529,289,2080,1742,338,46,35,11,1227,895,332,0,0,0,3416,2892,524,407,402,5,860,665,195,0,0,0,71,63,8,423,416,7,571,518,53,432,261,171,216,89,127,2428,1608,820
B0104,`33,`612,District - Dindigul,Urban,70-79,6204,4705,1499,732,582,150,1499,938,561,365,294,71,20,18,2,247,176,71,535,449,86,3,3,0,235,176,59,0,0,0,918,790,128,103,99,4,193,151,42,0,0,0,20,20,0,98,95,3,196,188,8,160,118,42,56,35,21,824,573,251
B0104,`33,`612,District - Dindigul,Urban,80+,1299,918,381,156,125,31,246,142,104,88,71,17,2,2,0,47,27,20,123,96,27,3,3,0,85,68,17,0,0,0,174,144,30,36,33,3,29,24,5,0,0,0,0,0,0,5,5,0,53,53,0,23,15,8,29,11,18,200,99,101
B0104,`33,`612,District - Dindigul,Urban,Age not stated,128,79,49,6,4,2,27,15,12,3,3,0,0,0,0,3,3,0,18,18,0,0,0,0,8,8,0,0,0,0,20,11,9,3,0,3,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,8,0,8,0,0,0,27,12,15
B0104,`33,`613,District - Karur,Total,Total,508567,314072,194495,83800,51777,32023,182639,86199,96440,9134,5326,3808,2022,1436,586,7828,3832,3996,79332,54804,24528,1410,1230,180,25884,19572,6312,54,54,0,36024,30978,5046,16900,16276,624,6214,5056,1158,28,26,2,3310,2774,536,10214,9426,788,9756,7934,1822,15992,5588,10404,2042,1058,984,15984,10726,5258
B0104,`33,`613,District - Karur,Total,`5-9,356,192,164,60,34,26,100,56,44,8,8,0,0,0,0,12,12,0,20,14,6,0,0,0,12,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,136,68,68
B0104,`33,`613,District - Karur,Total,`10-14,1760,979,781,207,117,90,651,330,321,88,42,46,8,6,2,30,22,8,306,154,152,0,0,0,46,46,0,0,0,0,108,74,34,36,36,0,32,18,14,0,0,0,14,14,0,12,6,6,6,0,6,14,2,12,0,0,0,202,112,90
B0104,`33,`613,District - Karur,Total,15-19,15655,9608,6047,1307,744,563,5696,3068,2628,306,206,100,102,80,22,170,54,116,4226,2424,1802,18,12,6,970,846,124,6,6,0,1238,1024,214,336,294,42,100,88,12,0,0,0,32,26,6,242,230,12,114,60,54,162,26,136,62,26,36,568,394,174
B0104,`33,`613,District - Karur,Total,20-24,40620,26467,14153,3975,2308,1667,12773,6609,6164,404,252,152,186,126,60,568,196,372,8688,6194,2494,56,56,0,2722,2438,284,0,0,0,3564,2974,590,1668,1608,60,412,334,78,0,0,0,904,626,278,1088,916,172,726,520,206,1388,348,1040,134,32,102,1364,930,434
B0104,`33,`613,District - Karur,Total,25-29,60228,38819,21409,6495,3877,2618,18951,9006,9945,660,420,240,238,160,78,904,396,508,12234,8752,3482,136,100,36,3810,3198,612,6,6,0,5028,4406,622,2672,2584,88,514,444,70,8,8,0,1004,870,134,1870,1678,192,980,684,296,2794,972,1822,138,64,74,1786,1194,592
B0104,`33,`613,District - Karur,Total,30-34,62165,39452,22713,7435,4687,2748,19448,9085,10363,818,482,336,230,174,56,1072,428,644,12520,8362,4158,218,190,28,3850,2908,942,6,6,0,5084,4478,606,3146,3024,122,686,588,98,2,0,2,542,484,58,1570,1436,134,1176,932,244,2376,880,1496,260,142,118,1726,1166,560
B0104,`33,`613,District - Karur,Total,35-39,66151,38307,27844,8598,4912,3686,22745,9617,13128,990,472,518,292,162,130,1144,456,688,12306,7794,4512,264,232,32,4074,2842,1232,6,6,0,4698,3978,720,2476,2380,96,932,702,230,6,6,0,308,294,14,1346,1246,100,1400,1124,276,2464,778,1686,240,106,134,1862,1200,662
B0104,`33,`613,District - Karur,Total,40-49,116480,70376,46104,19192,11128,8064,42186,19260,22926,2116,1240,876,514,354,160,1850,942,908,16780,11678,5102,424,384,40,6146,4338,1808,12,12,0,8310,7206,1104,4072,3936,136,1864,1508,356,12,12,0,244,214,30,2248,2132,116,2730,2276,454,4062,1310,2752,428,232,196,3290,2214,1076
B0104,`33,`613,District - Karur,Total,50-59,79422,48620,30802,17413,10587,6826,30653,14303,16350,1840,1004,836,294,230,64,1086,642,444,8278,6336,1942,258,230,28,2870,2008,862,6,6,0,4824,4190,634,2018,1948,70,1096,918,178,0,0,0,226,210,16,1376,1330,46,2010,1766,244,2282,1002,1280,392,204,188,2500,1706,794
